Year,Arroyo_Seco_Reconstruction_Flow_TAF,Arroyo_Seco_Lower_50Percent_Flow_TAF,Arroyo_Seco_Flow_Upper_50Percent_Flow_TAF,SanGab_Reconstruction_Precip_inches,SanGab_Flow_Lower_50Percent_Precip_inches,SanGab_Flow_Upper_50Percent_Precip_inches,SantaAna_Reconstruction_Flow_TAF,SantaAna_Lower_50Percent_Flow_TAF,SantaAna_Upper_50Percent_Flow_TAF,LakeArrow_Reconstruction_Precip_inches,LakeArrow_Lower_50Percent_Precip_inches,LakeArrow_Upper_50Percent_Precip_inches,Ojai_Reconstruction_Precip_inches,Ojai_Lower_50Percent_Precip_inches,Ojai_Upper_50Percent_Precip_inches,Cuyam_Reconstruction_Precip_inches,Cuyam_Lower_50Percent_Precip_inches,Cuyam_Upper_50Percent_Precip_inches,Kern_Reconstruction_Flow_TAF,Kern_Lower_50Percent_Flow_TAF,Kern_Upper_50Percent_Flow_TAF,Colo_Reconstruction_Flow_TAF,Colo_Lower_50Percent_Confidence_Flow_TAF,Colo_Upper_50Percent_Confidence_Flow_TAF
1364,2.930,1.346,6.690,20.51,15.72,27.90,29.630,19.123,45.512,28.18,21.76,38.06,14.63,11.21,18.71,28.74,22.30,35.61,419.397,311.180,615.235,11730.154,9575.679,14080.024
1365,2.906,1.350,6.602,23.69,18.31,31.44,28.976,18.971,43.910,33.64,26.15,45.61,15.42,11.80,19.70,30.24,23.61,37.67,410.148,304.231,605.005,11770.947,9613.514,14121.501
1366,7.920,4.002,15.891,34.04,25.19,42.98,53.207,34.538,84.945,49.13,36.38,63.15,23.22,17.62,30.07,39.08,31.20,48.91,712.507,540.766,937.811,16083.161,13638.216,18552.863
1367,7.011,3.437,14.405,28.28,21.96,36.72,52.550,34.013,84.037,41.02,30.99,54.90,21.31,16.05,27.64,38.32,30.58,48.01,698.654,529.385,922.687,13053.498,10811.684,15418.474
1368,16.714,3.401,29.468,53.07,33.07,62.91,117.004,65.133,180.751,74.10,54.20,88.28,33.94,25.22,44.12,48.72,36.40,61.98,1430.393,1002.926,1759.712,17205.944,14607.651,19770.838
1369,12.144,6.599,22.468,32.78,24.56,41.52,102.730,74.740,146.574,42.47,31.86,56.37,26.96,20.74,34.69,45.30,36.00,56.74,990.765,773.176,1257.123,15228.885,12849.219,17649.937
1370,7.543,3.761,15.276,28.67,22.24,37.12,68.702,46.733,106.379,38.43,29.27,52.26,21.24,16.00,27.56,39.98,31.94,49.98,793.792,605.895,1024.120,17533.836,14898.639,20107.322
1371,3.025,1.331,7.046,23.75,18.32,31.52,34.412,21.272,55.365,30.52,23.66,41.28,15.53,11.89,19.84,33.87,26.82,42.53,532.959,398.168,740.562,16155.711,13700.697,18633.234
1372,12.759,6.395,23.536,42.65,28.87,52.49,102.154,74.245,145.970,60.12,44.32,74.46,29.12,22.38,37.43,45.57,36.09,57.16,981.660,765.558,1244.486,18230.811,15568.893,20778.050
1373,8.848,4.619,17.409,32.09,24.21,40.74,81.867,57.042,124.195,42.49,31.88,56.40,23.41,17.77,30.30,42.30,33.68,52.86,869.812,670.712,1102.849,15172.068,12795.140,17590.648
1374,11.691,6.375,21.728,37.52,26.77,46.99,102.905,74.891,146.758,46.43,34.40,60.41,26.19,20.12,33.74,44.24,35.22,55.33,1029.863,805.890,1305.322,17131.821,14541.889,19692.452
1375,7.114,3.498,14.574,24.91,19.01,33.17,53.519,34.786,85.374,35.52,27.05,48.92,20.25,15.22,26.27,36.69,29.27,46.06,703.334,533.229,927.812,10038.360,8016.983,12353.891
1376,7.815,3.935,15.720,34.28,25.31,43.27,74.081,50.793,113.837,43.75,32.64,57.68,22.87,17.32,29.62,42.81,34.08,53.51,842.070,646.456,1074.460,11106.566,8998.252,13444.799
1377,2.909,1.350,6.612,23.23,17.97,30.89,32.413,19.931,52.084,29.35,22.71,39.67,15.06,11.53,19.25,31.81,24.99,39.81,516.634,385.419,722.601,15257.110,12875.887,17679.390
1378,10.254,5.513,19.560,38.74,27.26,48.36,81.052,56.357,123.135,52.78,39.05,66.90,27.18,20.92,34.96,44.14,35.14,55.21,919.890,713.874,1158.993,17087.326,14502.413,19645.398
1379,2.591,1.456,5.257,18.05,13.84,25.15,28.122,18.650,42.055,21.86,16.75,29.14,13.21,10.27,16.71,25.10,19.15,30.69,436.739,324.270,634.400,14904.836,12541.101,17312.164
1380,14.669,5.485,26.074,45.03,29.85,54.87,105.360,76.995,149.333,67.02,49.20,81.29,31.01,23.46,40.08,46.47,36.41,58.57,991.581,773.859,1258.256,17627.911,14981.706,20198.594
1381,17.120,2.923,30.558,58.56,36.54,68.45,125.438,57.799,213.072,77.78,57.07,91.91,35.17,25.97,45.80,52.99,36.32,66.75,1740.856,1161.426,2101.260,17126.211,14536.911,19686.519
1382,12.225,6.571,22.588,31.92,24.12,40.56,107.386,76.780,152.388,38.57,29.38,52.41,25.64,19.67,33.05,45.32,36.01,56.77,1092.679,843.370,1379.455,15816.342,13399.003,18265.768
1383,13.051,6.308,23.909,38.97,27.36,48.62,108.728,75.749,154.956,48.84,36.17,62.86,28.73,22.14,36.88,45.27,35.99,56.69,1118.968,854.115,1409.513,17713.360,15057.754,20280.867
1384,3.600,1.463,8.607,23.87,18.36,31.72,43.212,27.151,69.905,29.83,23.10,40.33,17.09,13.05,21.83,34.15,27.07,42.89,665.999,503.128,886.889,15111.910,12737.882,17527.872
1385,20.940,-1.282,42.052,58.35,36.33,68.24,125.992,57.265,215.195,82.77,62.07,96.81,36.63,26.88,47.77,50.01,36.35,63.77,1767.916,1175.383,2131.030,15002.240,12633.498,17413.442
1386,5.441,2.552,11.838,23.71,18.31,31.46,51.435,33.121,82.499,29.25,22.62,39.52,18.63,14.12,23.90,35.33,28.10,44.39,732.619,557.290,959.353,16006.141,13571.882,18467.872
1387,7.354,3.641,14.966,31.21,23.79,39.78,62.534,41.943,97.829,40.82,30.87,54.70,22.14,16.70,28.70,40.09,32.02,50.12,788.985,601.926,1019.031,16133.278,13681.380,18608.383
1388,12.823,6.376,23.618,42.23,28.69,52.06,108.773,75.714,155.044,53.79,39.79,67.96,29.30,22.49,37.70,46.46,36.41,58.56,1158.807,870.587,1454.739,16629.697,14107.468,19151.632
1389,13.058,6.306,23.918,38.86,27.31,48.50,107.961,76.339,153.470,51.21,37.90,65.26,29.49,22.59,37.96,46.13,36.29,58.05,1091.779,843.002,1378.414,9609.345,7624.931,11915.765
1390,2.519,1.483,4.931,13.93,10.29,20.48,24.700,16.702,35.904,19.23,14.63,25.45,11.49,9.06,14.32,23.88,18.10,29.08,306.266,227.937,489.504,10861.979,8772.966,13195.012
1391,2.572,1.463,5.169,23.79,18.34,31.60,26.178,17.544,38.555,33.15,25.81,44.86,13.06,10.30,15.88,27.48,21.20,33.90,363.346,269.586,553.059,12232.517,10046.465,14588.570
1392,9.507,5.045,18.432,31.05,23.71,39.61,49.969,31.946,80.476,46.88,34.73,60.86,20.98,16.29,25.89,36.37,29.00,45.67,641.669,484.044,860.034,12967.237,10732.570,15331.085
1393,9.844,5.257,18.941,39.50,27.58,49.21,90.148,64.006,133.376,52.88,39.12,67.00,24.76,19.25,30.67,45.25,35.98,56.65,926.020,719.003,1167.255,14978.864,12611.323,17389.137
1394,12.363,6.524,22.807,40.31,27.90,50.06,107.361,76.799,152.343,52.16,38.60,66.26,26.73,20.50,33.01,46.53,36.42,58.67,1056.031,827.051,1336.383,17158.131,14565.232,19720.276
1395,6.581,3.182,13.703,26.03,20.13,34.37,63.058,42.357,98.553,35.47,27.03,48.84,17.43,13.53,21.33,37.11,29.62,46.57,751.093,571.764,978.911,17990.225,15318.074,20546.320
1396,2.421,1.517,4.492,17.99,13.79,25.08,24.434,16.551,35.429,22.51,17.28,30.05,13.91,10.90,16.94,25.76,19.71,31.57,348.696,258.847,536.765,16481.453,13980.957,18989.893
1397,4.972,2.294,11.019,26.97,21.02,35.35,35.475,21.985,57.113,42.07,31.62,55.97,17.09,13.27,20.89,33.23,26.25,41.69,540.633,404.180,749.001,11252.641,9133.254,13593.954
1398,7.152,3.521,14.636,30.59,23.50,39.13,50.251,32.172,80.865,43.53,32.51,57.45,19.31,14.94,23.74,37.07,29.59,46.53,694.887,526.333,918.562,12612.970,10403.643,14972.940
1399,6.409,3.081,13.421,27.71,21.55,36.13,48.760,30.974,78.807,39.19,29.83,53.03,18.14,14.06,22.23,35.95,28.64,45.16,683.464,517.124,906.051,8548.709,6653.968,10834.698
1400,5.006,2.313,11.078,25.41,19.50,33.70,43.521,27.355,70.417,35.55,27.06,48.97,18.24,14.14,22.36,35.67,28.40,44.81,624.035,470.204,840.592,10059.768,8036.555,12375.754
1401,6.371,3.062,13.359,30.38,23.40,38.91,53.041,34.405,84.715,41.66,31.38,55.55,21.13,16.41,26.09,38.31,30.57,48.00,721.188,547.898,947.245,16194.661,13734.236,18676.378
1402,4.203,1.841,9.667,24.23,18.49,32.30,38.531,24.032,62.154,34.67,26.68,47.49,16.70,12.98,20.41,34.50,27.38,43.33,573.403,429.988,785.015,12039.476,9865.233,14393.394
1403,12.283,6.551,22.660,41.95,28.58,51.78,99.734,72.166,143.431,56.88,42.01,71.17,23.67,18.44,29.33,45.83,36.19,57.57,1000.984,781.727,1271.044,14878.033,12515.677,17284.329
1404,5.959,3.349,10.471,24.30,18.52,32.40,58.722,37.450,91.479,34.32,26.50,46.86,20.54,15.92,25.33,36.05,28.83,44.02,686.854,544.055,878.750,19541.113,17000.429,22071.450
1405,2.429,1.426,5.409,21.72,17.38,27.47,33.293,21.450,50.979,29.25,22.63,39.53,13.88,10.88,16.91,28.23,22.56,34.33,455.405,340.302,585.836,15160.137,12783.785,17578.198
1406,9.702,5.955,15.574,42.04,33.51,48.59,85.177,58.524,128.589,64.93,47.72,79.23,27.89,21.22,34.38,43.65,34.47,52.94,1058.955,854.803,1298.581,16658.563,14132.217,19183.125
1407,2.553,1.497,5.580,16.76,13.40,21.71,27.357,19.040,39.555,20.57,15.71,27.34,13.91,10.90,16.94,24.47,19.62,29.74,445.667,331.861,573.343,13511.689,11231.664,15884.022
1408,4.724,2.594,8.750,27.92,22.03,34.57,44.379,27.865,69.527,42.04,31.60,55.94,19.45,15.05,23.92,35.55,28.43,43.40,549.754,422.676,706.111,14483.508,12142.026,16876.926
1409,4.576,2.531,8.520,29.59,23.26,36.39,54.490,34.401,85.370,45.20,33.57,59.15,19.19,14.85,23.58,34.68,27.74,42.33,654.553,515.245,838.379,20893.136,18427.589,23426.075
1410,2.994,1.751,6.189,23.27,18.62,29.24,32.568,21.156,49.575,34.20,26.44,46.66,16.00,12.44,19.54,30.33,24.24,36.95,481.423,362.895,619.207,15386.975,12998.394,17814.905
1411,9.250,5.652,14.956,39.37,30.79,45.93,86.689,59.946,129.944,60.91,44.88,75.24,26.07,20.09,32.24,42.69,33.76,51.85,1037.967,840.257,1273.482,15315.493,12931.031,17740.313
1412,4.637,2.557,8.615,24.62,19.64,30.81,48.384,30.207,76.197,28.06,21.67,37.89,16.87,13.11,20.63,34.48,27.58,42.09,626.395,490.228,803.036,18479.676,15836.363,21020.402
1413,1.223,0.803,3.687,14.50,11.69,18.93,14.413,12.721,18.606,16.98,12.81,23.18,8.50,6.69,10.23,18.49,15.03,23.30,243.873,158.059,310.675,10549.957,8486.518,12876.356
1414,5.737,3.202,10.170,31.34,24.60,38.17,47.998,29.983,75.555,48.35,35.81,62.36,18.55,14.37,22.75,34.07,27.26,41.58,612.503,477.953,785.498,19684.717,17154.503,22213.648
1415,6.055,3.413,10.602,31.45,24.69,38.29,55.708,35.281,87.126,42.26,31.74,56.16,22.18,17.26,27.44,38.54,30.81,47.02,745.169,596.697,950.850,13284.861,11022.500,15653.448
1416,6.166,3.487,10.753,27.50,21.75,34.12,58.938,37.604,91.793,34.64,26.66,47.44,19.72,15.26,24.29,37.47,29.98,45.73,627.904,491.563,804.942,10841.028,9762.189,12207.791
1417,3.472,2.026,6.853,24.05,19.21,30.14,34.741,22.170,53.574,35.50,27.04,48.89,16.56,12.87,20.23,30.16,24.11,36.74,545.924,419.313,701.257,13088.534,11601.563,14664.327
1418,4.192,2.367,7.925,26.96,21.36,33.52,42.092,26.519,65.718,33.89,26.28,46.09,18.10,14.03,22.17,34.96,27.97,42.68,574.991,444.875,738.092,12785.363,11347.113,14335.901
1419,4.023,2.295,7.665,27.55,21.78,34.17,42.066,26.503,65.675,35.41,27.01,48.74,18.99,14.70,23.32,33.77,27.02,41.21,600.061,466.977,769.790,14279.503,12676.304,15927.496
1420,14.412,9.138,21.858,45.51,37.06,52.05,105.847,74.847,148.454,55.06,40.72,69.28,29.39,22.21,36.12,48.51,38.31,58.49,1165.360,943.489,1436.087,18398.952,16524.828,20295.031
1421,3.159,1.846,6.419,18.24,14.53,23.50,33.470,21.522,51.322,23.39,17.99,31.29,14.36,11.22,17.52,30.73,24.56,37.44,495.859,375.456,637.671,15712.115,13981.710,17454.880
1422,8.586,5.187,14.047,36.85,28.58,43.41,75.369,49.925,115.702,47.14,34.92,61.13,25.59,19.79,31.68,41.78,33.09,50.82,950.110,778.355,1178.608,19653.865,17578.153,21515.657
1423,7.679,4.535,12.812,33.03,25.84,39.77,77.630,51.708,118.978,43.59,32.54,57.51,24.40,18.99,30.23,41.99,33.24,51.06,938.642,770.150,1166.503,16758.701,14980.137,18572.242
1424,9.276,5.669,14.992,34.14,26.64,40.81,86.831,60.072,130.072,38.06,28.99,51.87,25.38,19.66,31.42,45.23,35.71,54.74,947.428,776.436,1175.777,15437.552,13729.145,17162.731
1425,4.338,2.429,8.151,23.74,18.97,29.78,43.208,27.176,67.577,29.74,23.03,40.20,18.66,14.46,22.90,34.04,27.23,41.55,612.080,477.579,784.963,10614.473,9574.950,11959.182
1426,3.332,1.945,6.658,22.64,18.12,28.51,31.581,20.757,47.668,32.74,25.73,41.02,15.45,12.03,18.86,29.77,23.79,36.24,469.109,352.185,603.420,17790.221,15973.738,19682.039
1427,4.738,2.600,8.771,28.24,22.25,34.92,41.437,26.132,64.630,38.42,29.32,47.99,18.67,14.46,22.91,34.12,27.29,41.63,573.025,443.145,735.600,16378.338,14614.160,18164.676
1428,6.884,3.971,11.730,33.15,25.93,39.89,61.099,39.147,94.939,42.83,32.28,52.76,23.95,18.66,29.68,40.13,31.91,48.92,755.754,606.492,963.828,12647.645,11234.167,14185.961
1429,6.076,3.427,10.631,29.78,23.41,36.60,59.805,38.223,93.056,38.44,29.33,48.01,21.08,16.37,26.01,37.28,29.82,45.51,742.200,594.014,947.210,18323.944,16459.354,20221.161
1430,2.590,1.518,5.630,19.34,15.44,24.76,28.762,19.612,42.245,25.26,19.67,32.05,14.33,11.19,17.48,28.25,22.58,34.37,403.232,295.256,518.683,18123.305,16284.217,20020.808
1431,2.806,1.643,5.929,23.09,18.48,29.02,27.756,19.202,40.318,33.99,26.62,42.60,16.08,12.51,19.64,28.29,22.61,34.41,397.673,290.484,511.498,20521.704,18286.315,22368.543
1432,3.587,2.091,7.012,24.46,19.52,30.62,30.840,20.456,46.239,34.77,27.11,43.58,16.59,12.89,20.27,30.91,24.71,37.67,453.999,339.084,584.033,17903.589,16082.134,19799.955
1433,6.552,3.747,11.279,28.70,22.58,35.43,46.918,29.353,73.755,40.57,30.71,50.40,18.23,14.13,22.35,34.89,27.91,42.59,588.320,456.619,754.959,14520.812,12895.038,16184.026
1434,2.324,1.366,5.264,20.34,16.25,25.90,24.811,17.921,34.826,27.42,21.43,34.65,13.52,10.63,16.46,27.02,21.60,32.85,389.575,283.532,501.023,15828.647,14091.516,17578.865
1435,4.327,2.424,8.135,26.55,21.05,33.05,34.245,21.877,52.758,38.06,29.09,47.57,17.13,13.30,20.94,31.13,24.89,37.94,553.817,426.244,711.260,16600.935,14828.354,18403.060
1436,7.571,4.458,12.665,31.01,24.35,37.84,57.703,36.718,90.005,41.89,31.56,51.81,19.75,15.27,24.32,37.65,30.12,45.95,737.076,589.382,940.927,17619.594,15809.138,19501.976
1437,4.404,2.457,8.253,23.59,18.86,29.61,36.709,23.336,56.813,33.98,26.61,42.59,16.34,12.70,19.96,33.02,26.41,40.29,549.721,422.646,706.068,14705.469,13062.147,16381.096
1438,4.420,2.464,8.278,25.09,19.99,31.36,36.436,23.174,56.363,36.02,27.75,45.15,16.72,12.99,20.43,33.29,26.63,40.62,534.654,409.418,686.975,12533.751,11142.355,14061.701
1439,4.538,2.514,8.460,25.46,20.26,31.78,37.426,23.761,57.997,36.38,27.98,45.58,16.77,13.03,20.49,32.97,26.37,40.22,533.826,408.691,685.926,9745.386,8858.597,11005.004
1440,8.290,4.972,13.643,33.65,26.29,40.35,63.667,40.972,98.678,43.35,32.69,53.29,22.80,17.76,28.23,40.16,31.94,48.96,821.656,668.553,1042.916,17511.464,15704.828,19385.645
1441,12.375,7.778,19.223,32.85,25.72,39.61,88.350,61.425,131.433,43.03,32.44,52.97,24.37,18.96,30.18,43.79,34.58,53.10,782.532,631.285,996.318,21170.787,18826.539,23005.860
1442,4.486,2.492,8.381,23.72,18.96,29.76,46.954,29.374,73.815,33.55,26.30,42.04,17.37,13.49,21.25,33.14,26.51,40.43,603.749,470.230,774.446,10098.577,9149.276,11392.866
1443,4.094,2.325,7.775,24.27,19.38,30.40,36.891,23.444,57.114,33.85,26.52,42.43,16.36,12.72,19.98,31.61,25.27,38.54,535.372,410.048,687.885,14316.767,12710.376,15967.110
1444,1.766,1.077,4.465,17.67,14.09,22.82,19.423,15.245,23.617,26.15,20.40,33.12,12.06,9.60,14.63,23.84,19.13,28.99,314.136,219.237,402.874,12832.708,11386.197,14387.290
1445,4.617,2.548,8.583,28.51,22.43,35.21,39.676,25.092,61.716,39.25,29.86,48.96,18.19,14.10,22.29,34.32,27.46,41.89,565.110,436.180,725.571,8866.651,8136.679,10039.242
1446,3.301,1.927,6.615,23.11,18.50,29.06,31.651,20.785,47.802,31.90,25.10,39.96,15.44,12.02,18.85,31.99,25.58,39.01,478.005,359.920,614.831,9297.202,8489.740,10512.824
1447,5.607,3.117,9.995,30.67,24.09,37.49,43.702,27.467,68.399,40.26,30.51,50.07,21.34,16.58,26.35,35.91,28.71,43.85,723.432,577.050,924.197,15357.698,13655.860,17077.763
1448,2.749,1.610,5.851,18.27,14.55,23.54,27.545,19.117,39.915,27.07,21.15,34.24,13.30,10.47,16.18,28.33,22.65,34.47,405.694,297.369,521.860,12669.469,11251.988,14209.771
1449,5.888,3.302,10.374,31.78,24.94,38.60,46.245,28.959,72.635,40.88,30.91,50.73,21.34,16.58,26.35,38.15,30.52,46.55,710.682,565.527,908.382,15285.638,13590.133,17001.087
1450,3.084,1.803,6.315,20.58,16.45,26.17,28.316,19.430,41.389,29.49,23.13,37.10,15.36,11.96,18.74,28.65,22.90,34.86,466.716,350.109,600.349,9381.670,8559.258,10605.584
1451,5.092,2.779,9.299,28.83,22.68,35.56,40.237,25.424,62.644,38.75,29.54,48.38,20.56,15.93,25.36,36.58,29.25,44.68,617.457,482.327,791.752,14852.097,13195.412,16537.744
1452,1.760,1.074,4.457,16.66,13.33,21.59,17.841,14.453,22.035,24.33,18.91,30.92,12.29,9.76,14.92,22.69,18.24,27.61,304.908,211.430,390.803,13681.546,12129.578,15294.371
1453,4.502,2.499,8.405,28.05,22.12,34.72,33.748,21.634,51.860,40.61,30.74,50.45,19.78,15.30,24.36,33.44,26.75,40.80,557.132,429.159,715.460,12675.120,11256.603,14215.936
1454,2.468,1.448,5.462,19.54,15.60,24.98,24.728,17.880,34.677,28.69,22.47,36.16,13.38,10.53,16.28,27.22,21.76,33.10,380.042,275.348,488.654,8217.945,7604.712,9325.466
1455,5.461,3.021,9.797,30.57,24.02,37.40,45.516,28.532,71.421,40.63,30.75,50.47,19.98,15.45,24.63,37.91,30.33,46.26,631.858,495.068,809.918,7303.509,6853.784,8316.395
1456,1.892,1.141,4.647,17.37,13.87,22.46,23.403,17.225,32.335,25.98,20.27,32.93,11.89,9.48,14.42,25.57,20.47,31.08,324.715,228.217,416.712,8930.146,8188.714,10109.106
1457,1.839,1.114,4.571,18.67,14.88,23.99,18.755,14.911,22.948,29.26,22.95,36.84,11.51,9.21,13.94,24.44,19.59,29.71,288.133,197.288,368.843,12232.352,10899.658,13732.257
1458,4.379,2.446,8.214,27.73,21.90,34.36,41.066,25.913,64.015,38.24,29.21,47.78,16.61,12.91,20.29,33.86,27.09,41.32,511.528,389.153,657.620,12124.326,10812.936,13614.084
1459,1.795,1.092,4.507,18.25,14.54,23.52,20.357,15.711,24.551,28.36,22.20,35.76,12.46,9.88,15.12,23.48,18.85,28.55,297.651,205.311,381.311,9393.318,8568.844,10618.375
1460,2.199,1.296,5.089,21.18,16.94,26.86,22.501,16.778,30.743,31.27,24.59,39.22,13.44,10.57,16.36,27.16,21.72,33.03,347.083,247.206,445.875,5714.000,5546.985,6725.072
1461,4.741,2.601,8.776,29.10,22.89,35.86,38.058,24.135,59.039,39.90,30.29,49.69,20.30,15.71,25.03,34.65,27.72,42.30,558.507,430.369,717.202,7641.933,7131.696,8690.071
1462,6.222,3.525,10.829,28.61,22.51,35.32,55.083,34.831,86.225,38.24,29.21,47.79,19.10,14.79,23.47,38.31,30.63,46.74,637.019,499.649,816.408,17920.963,16098.556,19817.905
1463,5.577,3.097,9.954,30.47,23.94,37.30,53.005,33.324,83.229,38.53,29.39,48.12,21.20,16.47,26.17,36.76,29.40,44.89,697.537,553.646,892.035,17355.800,15555.988,19218.173
1464,1.770,1.079,4.471,17.03,13.61,22.05,21.248,16.155,27.356,23.87,18.54,30.37,12.23,9.72,14.84,25.22,20.20,30.65,328.747,231.640,421.978,16723.584,14946.351,18534.577
1465,2.948,1.724,6.125,23.53,18.82,29.54,24.935,17.982,35.045,33.07,25.96,41.43,16.13,12.55,19.70,29.13,23.28,35.45,420.206,309.881,540.583,10870.182,9786.281,12239.777
1466,8.585,5.187,14.047,34.45,26.86,41.10,66.267,42.815,102.462,45.18,34.13,55.15,23.16,18.05,28.70,40.71,32.33,49.60,784.065,632.704,998.144,18969.321,17022.702,20848.705
1467,10.459,6.470,16.611,37.21,28.85,43.77,98.997,70.419,141.314,46.24,35.08,56.22,24.87,19.32,30.80,44.93,35.47,54.39,989.423,806.484,1220.614,22295.269,19762.432,24110.153
1468,1.480,0.933,4.056,14.21,11.47,18.56,22.323,16.689,30.428,20.08,15.43,25.77,10.28,8.35,12.41,22.49,18.08,27.37,292.889,201.296,375.080,19630.211,17559.082,21492.490
1469,7.693,4.544,12.831,38.40,29.84,44.96,63.181,40.628,97.970,50.53,39.11,60.61,25.06,19.44,31.03,42.83,33.86,52.01,834.036,680.657,1056.089,14704.077,13060.887,16379.609
1470,9.976,6.142,15.950,32.61,25.54,39.38,83.243,56.705,126.410,42.98,32.40,52.92,22.65,17.64,28.04,41.91,33.18,50.97,857.000,702.235,1080.328,13825.265,12260.984,15445.861
1471,3.794,2.198,7.314,22.92,18.35,28.84,42.276,26.627,66.025,30.68,24.11,38.52,15.91,12.38,19.43,33.20,26.56,40.51,559.783,431.492,718.819,10683.434,9631.944,12034.857
1472,3.210,1.875,6.489,20.66,16.52,26.27,30.290,20.233,45.179,32.09,25.25,40.18,13.94,10.92,16.98,27.52,22.00,33.47,378.144,273.723,486.192,9971.942,9045.054,11253.799
1473,1.823,1.106,4.548,21.25,17.00,26.93,25.575,18.298,36.179,31.65,24.90,39.67,12.65,10.02,15.37,27.02,21.60,32.85,342.127,242.999,439.427,10508.826,9487.701,11843.249
1474,4.914,2.676,9.046,27.72,21.89,34.35,40.033,25.303,62.306,39.00,29.70,48.68,18.37,14.24,22.52,33.98,27.18,41.47,510.555,388.302,656.384,11587.155,10376.049,13026.027
1475,2.961,1.732,6.143,21.89,17.52,27.66,30.881,20.473,46.318,32.89,25.83,41.20,14.51,11.32,17.71,28.25,22.58,34.36,405.864,297.515,522.080,9066.717,8300.635,10259.377
1476,4.362,2.439,8.188,28.84,22.69,35.58,40.019,25.295,62.282,38.87,29.61,48.52,19.23,14.89,23.64,32.63,26.10,39.80,572.707,442.866,735.198,13837.563,12272.228,15458.824
1477,7.456,4.377,12.509,33.05,25.86,39.80,54.014,34.056,84.684,43.83,33.07,53.78,23.81,18.55,29.51,37.22,29.78,45.45,854.804,700.173,1078.010,17221.890,15427.168,19073.494
1478,6.841,3.942,11.671,30.09,23.65,36.91,54.434,34.360,85.289,38.10,29.11,47.61,23.40,18.23,29.00,37.26,29.81,45.49,814.616,661.690,1034.532,14643.480,13006.033,16314.871
1479,1.904,1.147,4.664,16.29,13.05,21.14,22.451,16.753,30.654,24.33,18.92,30.93,12.50,9.91,15.18,25.78,20.64,31.33,327.565,230.637,420.436,13640.724,12092.253,15251.342
1480,2.621,1.536,5.673,22.33,17.87,28.16,26.976,18.885,38.827,32.33,25.44,40.49,14.22,11.11,17.33,27.26,21.80,33.15,338.619,240.020,434.854,11950.208,10672.552,13423.510
1481,5.813,3.253,10.274,32.76,25.65,39.52,57.727,36.736,90.040,42.75,32.22,52.68,22.47,17.49,27.80,36.74,29.39,44.88,680.180,538.090,870.451,16435.175,14668.906,18225.375
1482,3.029,1.771,6.238,22.43,17.95,28.27,37.268,23.667,57.736,31.73,24.96,39.76,14.70,11.46,17.94,30.56,24.43,37.23,471.919,354.625,607.025,19877.501,17758.509,21734.701
1483,4.115,2.334,7.807,27.80,21.95,34.44,38.219,24.230,59.306,37.02,28.41,46.34,18.78,14.55,23.06,34.58,27.66,42.21,562.739,434.093,722.565,17672.684,15860.353,19559.093
1484,10.970,6.818,17.321,41.19,32.65,47.75,99.009,70.426,141.325,51.87,40.31,61.99,28.76,21.79,35.39,44.88,35.43,54.34,1083.810,872.221,1331.487,24890.959,22052.024,26705.843
1485,12.744,8.037,19.704,37.38,28.98,43.95,105.665,74.727,148.223,46.70,35.51,56.70,29.83,22.50,36.64,43.54,34.39,52.81,1234.563,1003.553,1517.198,20973.397,18662.253,22812.049
1486,6.306,3.581,10.944,27.04,21.42,33.60,65.428,42.221,101.241,35.28,27.36,44.23,21.03,16.33,25.95,37.22,29.78,45.44,797.123,645.016,1013.697,19259.305,17260.028,21130.054
1487,5.900,3.310,10.391,28.67,22.56,35.39,55.595,35.200,86.964,37.93,29.00,47.41,19.95,15.42,24.58,36.69,29.34,44.81,733.118,585.805,936.074,18093.077,16257.831,19990.623
1488,7.020,4.068,11.915,29.34,23.07,36.12,60.148,38.467,93.554,39.05,29.73,48.73,20.54,15.92,25.33,38.97,31.11,47.53,709.037,564.040,906.336,18083.454,16249.431,19981.013
1489,9.263,5.660,14.973,34.42,26.84,41.08,80.033,53.686,122.457,44.37,33.50,54.32,25.20,19.54,31.21,41.13,32.63,50.07,887.250,730.630,1112.257,19988.574,17848.557,21843.644
1490,4.835,2.642,8.923,25.26,20.12,31.55,49.694,30.969,78.392,33.67,26.39,42.19,18.72,14.50,22.97,34.13,27.30,41.65,689.255,546.202,881.736,19608.685,17541.725,21471.405
1491,5.448,3.012,9.779,26.34,20.90,32.81,44.770,28.095,70.179,36.57,28.11,45.80,18.53,14.36,22.73,34.69,27.75,42.34,634.783,497.665,813.597,20836.624,18548.419,22677.755
1492,2.977,1.741,6.166,19.09,15.23,24.48,24.091,17.565,33.549,27.56,21.55,34.82,14.11,11.04,17.20,25.09,20.10,30.49,423.056,312.338,544.256,17520.398,15713.446,19395.256
1493,9.553,5.853,15.370,34.90,27.18,41.52,63.394,40.778,98.280,46.79,35.59,56.79,25.98,20.04,32.13,40.15,31.93,48.94,855.591,700.912,1078.840,15439.385,13730.827,17164.682
1494,7.587,4.469,12.686,29.92,23.51,36.73,55.922,35.435,87.435,39.77,30.20,49.54,24.27,18.89,30.07,36.38,29.09,44.43,845.539,691.476,1068.230,20161.166,17988.874,22013.690
