Year ,KLK_Reconstruction_Flow_AF,KLK_Lower_50_Percent_Flow_AF,KLK_Upper_50_Percent_Flow_AF,TRN_Reconstruction_Flow_AF,TRN_Lower_50_Percent_Flow_AF,TRN_Upper_50_Percent_Flow_AF,KFL_Reconstruction_Precip_Inches,KFL_Lower_50_Percent_Precip_Inches,KFL_Upper_50_Percent_Precip_Inches,KFS_Reconstruction_Precip_Inches,KFS_Lower_50_Percent_Precip_Inches,KFS_Upper_50_Percent_Precip_Inches,WEA_Reconstruction_Precip_Inches,WEA_Lower_50_Percent_Precip_Inches,WEA_Upper_50_Percent_Precip_Inches,YRK_Reconstruction_Precip_Inches,YRK_Lower_50_Percent_Precip_Inches,YRK_Upper_50_Percent_Precip_Inches,FTO_Reconstruction_Flow_AF,FTO_Lower_50_Percent_Flow_AF,FTO_Upper_50_Percent_Flow_AF,YRS_Reconstruction_Flow_AF,YRS_Lower_50_Percent_Flow_AF,YRS_Upper_50_Percent_Flow_AF,AMF_Reconstruction_Flow_AF,AMF_Lower_50_Percent_Flow_AF,AMF_Upper_50_Percent_Flow_AF,SBB_Reconstruction_Flow_AF,SBB_Lower_50_Percent_Flow_AF,SBB_Upper_50_Percent_Flow_AF,SAC4_Reconstruction_Flow_AF,SAC4_Lower_50_Percent_Flow_AF,SAC4_Upper_50_Percent_Flow_AF,SNS_Reconstruction_Flow_AF,SNS_Lower_50_Percent_Flow_AF,SNS_Upper_50_Percent_Flow_AF,TLG_Reconstruction_Flow_AF,TLG_Lower_50_Percent_Flow_AF,TLG_Upper_50_Percent_Flow_AF,MRC_Reconstruction_Flow_AF,MRC_Lower_50_Percent_Flow_AF,MRC_Upper_50_Percent_Flow_AF,SJF_Reconstruction_Flow_AF,SJF_Lower_50_Percent_Flow_AF,SJF_Upper_50_Percent_Flow_AF,SJQ4_Reconstruction_Flow_AF,SJQ4_Lower_50_Percent_Flow_AF,SJQ4_Upper_50_Percent_Flow_AF
1505,-999,-999,-999,-999,-999,-999,8.622,7.0419,10.369,-999,-999,-999,-999,-999,-999,-999,-999,-999,2921000,2207600,3548000,1520800,1147300,1829200,1630200,1222800,2101600,5847600,4897000,6995300,12099000,9588500,14241000,781800,573400,928320,1154200,879290,1336500,539300,403080,670220,1001300,778890,1212600,3250000,2432800,3830000
1506,-999,-999,-999,-999,-999,-999,17.047,15.314,18.836,-999,-999,-999,-999,-999,-999,-999,-999,-999,5144900,3948100,6123300,2999300,2414200,3573900,2580200,2084400,3222100,9384600,7764300,11737000,20382000,16210000,24262000,1090300,835000,1284000,1871100,1526300,2175600,903980,678080,1068700,1619100,1301400,1921300,5535800,4382300,6460700
1507,-999,-999,-999,-999,-999,-999,15.827,14.025,17.559,-999,-999,-999,-999,-999,-999,-999,-999,-999,4052600,2936300,4901900,1989800,1482100,2375300,1622700,1216800,2091700,7950000,6471900,9915500,16533000,12783000,19854000,731600,532630,870510,1472400,1143300,1709400,769760,573900,921890,1285300,1014000,1533400,4243800,3250900,4969500
1508,882360,746080,1039600,-999,-999,-999,8.622,6.9734,10.301,-999,-999,-999,-999,-999,-999,-999,-999,-999,4299100,3163700,5181500,2079900,1547700,2480000,1628700,1221600,2099600,8202400,6689300,10255000,17475000,13629000,20971000,743700,542440,884440,1600100,1258600,1861500,906630,680190,1071600,1447300,1149800,1720700,4834300,3748500,5656600
1509,1113500,976580,1247500,-999,-999,-999,12.126,10.198,13.832,-999,-999,-999,-999,-999,-999,-999,-999,-999,5669900,4491700,6718300,2508100,1911200,2972200,3464400,2965400,4277600,10147000,8466800,12649000,22162000,17979000,26262000,1512900,1234100,1798000,2700500,2286000,3147800,1476700,1194000,1769200,2724000,2331800,3178000,8669000,7288000,10237000
1510,1338700,1205200,1474400,-999,-999,-999,11.85,10.044,13.575,-999,-999,-999,-999,-999,-999,-999,-999,-999,2856200,2169400,3468100,1398900,1069800,1684900,2104900,1642100,2677200,5799600,4864500,6924300,11680000,9308900,13697000,726500,528510,864640,1173600,893740,1360000,542200,404990,673480,1048000,816170,1266200,3312400,2481100,3903600
1511,816850,669370,949530,-999,-999,-999,14.843,13.014,16.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,4564300,3397600,5481800,2330500,1757200,2767200,1933400,1488500,2471200,8847200,7268900,11085000,18509000,14513000,22170000,815620,600920,967260,1605000,1263300,1867300,807420,602690,962760,1452600,1154300,1727100,4767800,3691900,5578900
1512,1260500,1131000,1410800,-999,-999,-999,16.142,14.477,17.804,-999,-999,-999,-999,-999,-999,-999,-999,-999,6308300,5125700,7461800,3367400,2820800,4047600,3073900,2571500,3776400,10759000,9032600,13390000,24501000,20245000,28979000,1384200,1113300,1627300,2362800,1994200,2754500,1291400,1025500,1526300,2178500,1824200,2565000,7142200,5883400,8328400
1513,890060,746620,1033100,-999,-999,-999,10.157,8.4512,11.971,-999,-999,-999,-999,-999,-999,-999,-999,-999,3813600,2753700,4631500,2109900,1569600,2514900,3175000,2674000,3897200,7418900,6010100,9235400,15747000,12131000,18893000,1324500,1055900,1552800,1941500,1596700,2257800,932500,701480,1100100,1741600,1412500,2063000,5772800,4606900,6730600
1514,1133100,990940,1277800,-999,-999,-999,14.291,12.6,15.972,-999,-999,-999,-999,-999,-999,-999,-999,-999,4750400,3563500,5686600,2662800,2053400,3156000,2825600,2322200,3497900,8907200,7324300,11158000,19077000,15012000,22804000,1186400,924010,1393100,1974700,1629700,2297000,968690,733200,1139900,1784100,1451300,2112200,5861000,4690600,6832200
1515,973680,827750,1125400,-999,-999,-999,9.685,7.9974,11.638,-999,-999,-999,-999,-999,-999,-999,-999,-999,2701600,2079100,3278100,1327900,1024600,1601000,1165100,857170,1482300,5682500,4785500,6751200,11214000,9000700,13089000,497630,364370,595010,871620,669700,995810,477460,362580,600680,826680,639790,1010500,2622400,1951300,3086700
1516,927210,778900,1056700,-999,-999,-999,12.323,10.618,14.071,-999,-999,-999,-999,-999,-999,-999,-999,-999,3003500,2257000,3649400,1647700,1237100,1975300,1828300,1395500,2344800,6312900,5227000,7661100,12453000,9833400,14696000,744760,543310,885660,1320000,1015200,1529000,645520,480320,786800,1207300,948870,1445200,3870000,2938500,4541600
1517,692740,564530,848970,-999,-999,-999,9.6457,8.0057,11.354,-999,-999,-999,-999,-999,-999,-999,-999,-999,3771100,2726900,4582300,2192800,1638000,2608900,3650200,3137400,4524100,6995100,5710000,8625500,15451000,11922000,18517000,1344800,1075400,1577300,1876200,1531600,2181600,993390,755490,1168200,1709000,1382900,2025300,5627800,4469400,6565500
1518,646550,509880,801750,-999,-999,-999,10.039,8.4632,11.916,-999,-999,-999,-999,-999,-999,-999,-999,-999,1928300,1628000,2344900,900260,747920,1097500,965600,706780,1216600,4674100,4108400,5375400,8272200,7041100,9330000,417480,299160,500100,692290,538170,778850,380600,299560,491290,651770,501790,805600,2110800,1564300,2477800
1519,781450,633680,898180,-999,-999,-999,14.055,12.184,15.681,-999,-999,-999,-999,-999,-999,-999,-999,-999,3809600,2751200,4626900,2253900,1690400,2679200,1711300,1292200,2203000,7470100,6051300,9309700,15719000,12111000,18857000,913430,680950,1081300,1680600,1337500,1955700,841540,629000,1000000,1457300,1158300,1732800,4886100,3792800,5717200
1520,1081700,948350,1230800,-999,-999,-999,12.323,10.711,13.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,3311100,2442400,4027900,1917100,1429600,2290500,2621000,2123300,3268100,6419700,5303400,7812500,13644000,10658000,16224000,929130,693870,1099900,1542400,1203700,1792700,721370,537290,869330,1350800,1068900,1608400,4451100,3424800,5209900
1521,907460,773870,1057000,-999,-999,-999,14.252,12.646,16.027,-999,-999,-999,-999,-999,-999,-999,-999,-999,2934000,2215400,3563900,1569000,1181300,1884700,1784200,1356500,2291400,6068000,5051300,7313900,12180000,9644500,14345000,873600,648260,1034400,1459400,1132200,1693900,653140,486020,795110,1269200,1000600,1515200,4173900,3192400,4888800
1522,857240,718420,989020,-999,-999,-999,15.512,13.631,17.262,-999,-999,-999,-999,-999,-999,-999,-999,-999,4380100,3235500,5273800,2649700,2039000,3140300,2694400,2193900,3350800,8051100,6558900,10051000,17743000,13860000,21286000,1165700,904510,1369700,1675100,1332000,1949400,919090,690080,1085300,1526800,1218400,1814800,5166200,4042300,6038000
1523,1307600,1152700,1438900,-999,-999,-999,16.772,15.026,18.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,5193400,3998700,6177200,3036900,2456400,3621100,1877000,1438600,2403400,9353500,7735700,11700000,20485000,16304000,24378000,1148300,888070,1349900,1745900,1401900,2031200,1071400,826450,1256800,1648300,1327800,1955000,5537600,4383900,6462700
1524,1608300,1455400,1743000,-999,-999,-999,15.591,13.889,17.148,-999,-999,-999,-999,-999,-999,-999,-999,-999,6707200,5510800,8067200,3364800,2817500,4042600,4106700,3564900,5120200,12003000,10107000,15173000,26082000,21647000,31272000,1810300,1507100,2237000,3079000,2611500,3577700,1715300,1422600,2091300,3145500,2716200,3635300,9758700,8321500,11656000
1525,1373000,1235100,1503300,-999,-999,-999,14.685,12.831,16.304,-999,-999,-999,-999,-999,-999,-999,-999,-999,5496000,4314100,6520700,2921800,2327200,3477000,4064000,3524700,5065000,9927500,8263600,12387000,21525000,17345000,25547000,1719000,1422100,2081800,2492700,2107400,2908300,1211800,954640,1425700,2261600,1902500,2660600,7671800,6358600,8978400
1526,977490,817940,1109500,-999,-999,-999,14.921,13.318,16.649,-999,-999,-999,-999,-999,-999,-999,-999,-999,5142300,3945400,6120400,2624900,2015600,3110700,3254900,2756500,3997700,9639300,7998500,12042000,20323000,16157000,24197000,1286700,1019200,1507100,2093800,1747800,2434500,1050400,807410,1233200,1941400,1599100,2291700,6272900,5083300,7307800
1527,1571500,1429100,1708600,-999,-999,-999,13.701,12.111,15.603,-999,-999,-999,-999,-999,-999,-999,-999,-999,4222000,3090100,5093600,2505100,1908600,2968700,2544200,2050400,3181500,8108300,6608100,10128000,17328000,13497000,20798000,1159100,898190,1362100,1815800,1470700,2111900,962920,727980,1133600,1660700,1339100,1969400,5449000,4301000,6361600
1528,1510500,1374200,1642000,-999,-999,-999,13.661,11.8,15.359,-999,-999,-999,-999,-999,-999,-999,-999,-999,3666900,2661600,4459400,2180500,1627600,2595100,3022300,2519500,3718400,7063900,5757800,8722400,15096000,11673000,18069000,1244300,978670,1458900,1713300,1369900,1993500,795380,608390,953470,1430300,1153700,1693500,4760600,3709700,5535400
1529,1104200,953560,1256300,-999,-999,-999,8.2677,6.3684,9.7866,-999,-999,-999,-999,-999,-999,-999,-999,-999,1600500,1436200,2017100,691560,611060,852770,1115000,819420,1415600,4078400,3710700,4779700,6917800,6129900,7975600,443050,324740,530380,753210,583990,852550,284940,225000,374510,603220,476040,727770,1966800,1544000,2329900
1530,1849700,1706700,1995800,-999,-999,-999,18.898,17.193,20.605,-999,-999,-999,-999,-999,-999,-999,-999,-999,6520700,5330000,7772900,3478500,2960200,4260700,4191700,3641300,5262800,11149000,9384100,13898000,25266000,20921000,30089000,1754500,1454300,2142200,2678900,2267600,3123000,1538900,1274700,1888600,2473900,2089700,2913000,8219300,6793400,9701000
1531,1258200,1102200,1403500,-999,-999,-999,13.071,11.21,14.758,-999,-999,-999,-999,-999,-999,15.643,13.006,18.517,4338100,3197300,5225900,2555300,1953400,3028000,3155800,2654300,3873000,8148900,6643100,10183000,17703000,13826000,21240000,1221700,957340,1433200,1842000,1497100,2142000,908440,701480,1081200,1673100,1366400,1975500,5702000,4517900,6616700
1532,833970,691680,968630,-999,-999,-999,6.811,5.1755,8.6602,-999,-999,-999,-999,-999,-999,9.5065,6.6817,12.562,1586000,1427700,2002600,684020,606110,843930,939680,687230,1182100,3917700,3603300,4618900,6799200,6050100,7856900,308570,190260,371150,448160,294040,483480,216090,156160,295080,393600,266420,481190,1277000,854110,1527000
1533,1085800,942300,1226900,-999,-999,-999,14.37,12.561,16.144,-999,-999,-999,-999,-999,-999,18.826,16.066,21.953,3225000,2390300,3922000,1867100,1393600,2231900,1535000,1146500,1974900,6460500,5332500,7870300,13381000,10475000,15886000,645290,467280,769420,1142300,870430,1322100,732630,558170,883350,1118900,893990,1331500,3726400,2870500,4359100
1534,1092100,946760,1236100,-999,-999,-999,12.047,10.278,13.809,-999,-999,-999,-999,-999,-999,17.576,14.572,20.371,6442000,5255100,7648200,3407400,2870800,4124400,4153000,3607000,5192600,11131000,9368900,13870000,25018000,20703000,29726000,1858700,1552700,2319300,2954800,2504600,3436500,1831000,1554700,2289000,3240800,2768800,3775700,10494000,8928400,12686000
1535,1205300,1071800,1356900,-999,-999,-999,14.449,12.739,16.229,-999,-999,-999,-999,-999,-999,22.069,19.245,24.763,6036000,4857000,7142800,3005700,2421300,3581900,4063100,3523800,5063800,10413000,8712700,12967000,23325000,19120000,27601000,1547500,1265600,1844100,2306000,1943700,2686500,1316800,1067600,1588700,2412000,2034100,2841100,7699800,6312500,9032600
1536,1065400,927710,1206700,-999,-999,-999,14.961,13.358,16.736,-999,-999,-999,-999,-999,-999,23.603,20.724,26.444,6589600,5396400,7882400,3401600,2863400,4113200,3308300,2810700,4069000,11407000,9600600,14285000,25478000,21108000,30399000,1310900,1042700,1536300,2366300,1997300,2758800,1347500,1095500,1629300,2513900,2125600,2958600,7868800,6468100,9247800
1537,792650,657440,926930,-999,-999,-999,9.9213,8.2373,11.799,-999,-999,-999,-999,-999,-999,10.026,7.1106,12.804,3558600,2594600,4330300,1613700,1213000,1936100,1628200,1221200,2099000,6758900,5544600,8292300,14549000,11289000,17379000,631910,457790,753640,1314600,1010700,1522800,742070,565680,893870,1208300,968810,1434200,3872800,2988800,4522900
1538,1264300,1128700,1422800,-999,-999,-999,16.772,15.032,18.55,-999,-999,-999,-999,-999,-999,21.74,18.924,24.992,6514800,5324400,7763700,3404800,2867400,4119300,3285700,2788100,4038800,11259000,9476700,14064000,25219000,20879000,30019000,1490100,1213300,1767500,2450200,2070600,2858500,1351300,1099000,1634400,2263500,1900800,2664400,7518800,6147300,8801900
1539,1277400,1137600,1416200,-999,-999,-999,16.457,14.778,18.283,-999,-999,-999,-999,-999,-999,19.383,16.291,22.326,7280700,6099600,8966600,3690400,3247600,4572100,4422600,3850300,5684600,12527000,10558000,15920000,28399000,23808000,34552000,1976400,1664100,2522600,3163800,2684500,3674400,1775000,1501100,2211800,3087100,2632900,3603000,10007000,8470800,12042000
1540,783810,661060,927550,-999,-999,-999,8.5039,6.8186,10.366,-999,-999,-999,-999,-999,-999,8.1666,4.9817,10.741,3374100,2480700,4105300,1657900,1244400,1987000,2066400,1607600,2631000,6647600,5466100,8134900,13886000,10826000,16533000,739630,539150,879760,1280000,982000,1482700,669070,507950,812570,1319000,1061100,1562000,4289200,3325700,4993800
1541,711150,561150,860420,-999,-999,-999,6.9291,5.1339,8.665,-999,-999,-999,-999,-999,-999,8.4128,5.5673,11.722,2274100,1786400,2841700,1050400,788250,1265400,909960,628330,1164600,5104000,4394700,6062400,9607500,8042500,11535000,415670,315910,483830,743010,592670,846830,385110,299760,490090,715190,566660,859480,2277400,1864900,2689300
1542,1110100,962710,1225500,-999,-999,-999,16.772,15.063,18.541,-999,-999,-999,-999,-999,-999,21.042,18.141,24.007,3793600,2861600,4714700,2365400,1806900,2818500,1926300,1461700,2418300,7349400,5965700,9246500,15738000,12596000,19416000,855950,667610,1028500,1392500,1097600,1607600,714390,545680,855400,1230200,1001500,1454800,4084900,3234600,4764000
1543,858050,719090,996370,-999,-999,-999,15.472,13.767,17.168,-999,-999,-999,-999,-999,-999,17.721,14.456,20.415,3758300,2832000,4672100,2037400,1526700,2449800,2012800,1540600,2520900,7335900,5955500,9226100,15553000,12443000,19183000,839220,653210,1009000,1339300,1052200,1546400,765040,586560,912750,1412200,1145300,1664000,4660800,3704800,5418100
1544,1142600,988980,1281400,-999,-999,-999,16.102,14.391,17.723,-999,-999,-999,-999,-999,-999,19.847,17.131,22.916,5026600,4020200,6085700,2945500,2396700,3498000,2139400,1657300,2671000,9165500,7594000,11537000,20194000,16661000,24407000,1073900,859030,1281200,1649500,1322400,1903100,832860,642370,989000,1444600,1171100,1701500,4897300,3899400,5686900
1545,1044100,904790,1183300,-999,-999,-999,12.913,11.289,14.633,-999,-999,-999,-999,-999,-999,14.458,11.781,17.096,3334300,2514300,4154500,1814800,1350300,2188600,1760700,1312200,2221700,6696300,5498500,8309400,13761000,11081000,16919000,734790,563280,886900,1242400,970830,1435700,615300,466700,743320,1200600,978110,1421300,3861300,3052800,4511300
1546,1128600,988410,1271000,-999,-999,-999,13.661,11.94,15.337,-999,-999,-999,-999,-999,-999,16.307,13.514,19.104,4519200,3522800,5523600,2495200,1929500,2965800,2990900,2501700,3638200,8287900,6787900,10472000,18276000,14843000,22306000,1172900,950580,1394500,1857000,1512500,2137600,1066000,845160,1259900,1892200,1553300,2214100,6172600,5000600,7121600
1547,1108500,978090,1251200,-999,-999,-999,11.102,9.5415,12.71,-999,-999,-999,-999,-999,-999,13.698,10.644,16.226,4048200,3093700,5004000,2527000,1959400,3002000,3071300,2581300,3738100,7543800,6127300,9509900,16474000,13255000,20269000,1184400,961270,1407700,1591900,1271200,1837000,840620,648890,997640,1507600,1221900,1774300,5133900,4099900,5953500
1548,835390,691220,973950,-999,-999,-999,9.6457,7.7838,11.224,-999,-999,-999,-999,-999,-999,13.865,11.26,16.841,2160300,1710600,2703600,945320,713220,1137300,975280,677830,1229900,4887300,4248400,5763700,8901000,7532400,10623000,354030,254270,405500,742420,592230,846130,348770,273220,432590,631170,553180,767700,2040800,1691900,2414900
1549,895760,752320,1034200,-999,-999,-999,13.346,11.614,15.212,-999,-999,-999,-999,-999,-999,17.901,14.775,20.553,5219800,4214400,6301900,2977400,2431700,3536600,3826600,3320000,4727600,9346700,7760500,11745000,20722000,17163000,24997000,1494900,1245600,1801400,2303000,1924500,2659500,1316100,1065400,1580700,2322000,1939400,2735300,7369800,6050000,8582500
1550,688360,557500,827920,-999,-999,-999,9.4488,7.703,11.241,-999,-999,-999,-999,-999,-999,12.586,9.8609,15.485,3615200,2717700,4494500,1858600,1384900,2240500,2353100,1862500,2920000,6946400,5668300,8661700,14806000,11861000,18244000,925360,727480,1109700,1712000,1378700,1973900,862970,667750,1022400,1597700,1297900,1875500,5207200,4163300,6035600
1551,844590,694090,986750,-999,-999,-999,15.197,13.525,16.868,-999,-999,-999,-999,-999,-999,20.68,17.811,23.466,5337000,4332300,6436200,2781600,2221700,3300200,2763500,2271000,3376800,9497900,7900700,11918000,20984000,17412000,25290000,1246200,1019200,1479000,2242900,1869500,2587700,1130900,903030,1341500,2073100,1716700,2431300,6792100,5539800,7864700
1552,887720,739170,1023600,-999,-999,-999,15.827,14.186,17.641,-999,-999,-999,-999,-999,-999,15.894,13.152,18.664,5280300,4275300,6371300,2858300,2300300,3392500,3156600,2665600,3847900,9738300,8123400,12194000,21055000,17480000,25370000,1393100,1154600,1662900,2103300,1739900,2420500,1104200,879390,1307600,2010200,1660000,2354400,6544100,5323200,7558500
1553,1363300,1233800,1517800,-999,-999,-999,16.496,14.748,18.253,-999,-999,-999,-999,-999,-999,19.131,16.271,22.087,6732100,5669700,8148700,3469800,2968600,4177600,4373600,3845800,5563200,11594000,9805900,14453000,26124000,22012000,31342000,1856600,1566400,2344900,2892600,2417700,3339900,1519300,1251300,1851800,2852200,2407900,3352900,9094300,7615600,10775000
1554,871160,753290,1020300,-999,-999,-999,8.7008,6.8717,10.426,-999,-999,-999,-999,-999,-999,10.9,8.1877,13.899,3058300,2317400,3811800,1516000,1118200,1833900,1530900,1110400,1939200,6211700,5156900,7627900,12579000,10194000,15404000,615450,470150,737910,1024900,802060,1182700,581320,439810,704960,993460,818740,1187000,3286200,2604000,3859400
1555,940920,807890,1069300,-999,-999,-999,11.457,9.7338,13.131,-999,-999,-999,-999,-999,-999,16.011,12.825,18.479,3320000,2504000,4136900,1807800,1344800,2180300,1737400,1291300,2193900,6645700,5463300,8238300,13604000,10963000,16718000,690130,525860,833630,1258600,984450,1454000,710270,542370,850730,1209600,985220,1431400,3979000,3148500,4644300
1556,1084200,938150,1234900,-999,-999,-999,15,13.494,16.668,-999,-999,-999,-999,-999,-999,16.819,13.902,19.656,5443000,4438000,6557700,2844100,2285700,3375400,4195700,3676900,5211400,10070000,8429700,12578000,22266000,18605000,26728000,1770900,1490800,2205100,2619500,2192200,3027800,1362000,1106300,1640500,2511600,2108200,2962400,8040400,6656700,9431000
1557,1162500,1029600,1301600,-999,-999,-999,18.11,16.426,20.075,-999,-999,-999,-999,-999,-999,24.743,21.968,27.657,6989600,5911500,8521900,3512100,3019800,4254000,4209400,3689800,5238200,12184000,10318000,15228000,27337000,23033000,32898000,1794800,1511900,2243800,2950100,2465500,3405600,1719900,1437800,2122000,3137400,2659000,3678000,9971400,8413700,11895000
1558,1808700,1665400,1945300,-999,-999,-999,16.457,14.729,18.167,-999,-999,-999,-999,-999,-999,22.498,19.942,25.592,4659700,3656600,5679300,2515700,1948800,2989100,3105500,2615000,3782100,8668500,7138700,10926000,18590000,15135000,22658000,1352600,1117900,1608800,2174800,1805600,2506100,997810,784280,1177300,1917000,1575800,2243400,6479200,5266900,7478400
1559,1639900,1508900,1770500,-999,-999,-999,16.969,15.169,18.715,-999,-999,-999,-999,-999,-999,22.701,20.366,25.824,6474200,5433800,7769300,3425400,2915000,4097700,3633200,3132400,4478300,11149000,9423100,13860000,24956000,21058000,29813000,1654100,1389300,2016800,2387900,1998200,2759200,1256800,1014000,1503900,2266300,1889600,2667700,7252300,5946200,8433800
1560,1577900,1426700,1718800,-999,-999,-999,17.165,15.32,19.02,-999,-999,-999,-999,-999,-999,25.829,22.939,28.539,7324100,6228100,9008500,3653300,3198700,4454600,4216200,3696200,5251600,12715000,10782000,15901000,28514000,24032000,34397000,1809700,1525000,2267900,3129800,2615000,3611400,1651400,1373800,2029500,3009100,2545900,3531500,9652200,8123300,11487000
1561,1214800,1069600,1352400,-999,-999,-999,11.142,9.679,12.956,-999,-999,-999,-999,-999,-999,15.185,12.092,18.032,3622800,2723200,4504000,1990500,1489300,2395200,2214600,1729100,2759400,7123300,5793500,8912500,14853000,11896000,18303000,991360,784760,1186800,1470800,1164500,1697700,762040,584120,909370,1434900,1163300,1690200,4849700,3860000,5632800
1562,1545500,1402000,1688300,-999,-999,-999,15.354,13.692,17.009,-999,-999,-999,-999,-999,-999,15.046,12.373,18.007,4008000,3055800,4959700,2326300,1772800,2774900,3311900,2821000,4053100,7696800,6258300,9708700,16328000,13123000,20102000,1319100,1087000,1566100,1976200,1623000,2272600,935710,730550,1104100,1752300,1429000,2050700,5783100,4662500,6681700
1563,1115600,976280,1260300,-999,-999,-999,9.4488,7.7375,11.183,-999,-999,-999,-999,-999,-999,15.704,12.888,18.315,4429900,3437900,5424600,2331100,1777000,2780300,2974400,2485100,3619100,8533100,7014500,10764000,18135000,14716000,22142000,1341600,1107800,1594300,2096800,1733900,2412700,999230,785500,1179100,1907600,1567300,2232300,6190500,5016100,7141900
1564,1778000,1642400,1919300,-999,-999,-999,21.457,19.563,23.074,-999,-999,-999,-999,-999,-999,24.36,21.116,27.289,7328100,6231900,9014400,3753900,3330600,4555200,4381700,3853500,5580000,13002000,11032000,16261000,28756000,24237000,34704000,2011300,1702400,2568700,3235900,2703400,3733400,1909900,1614800,2362000,3206400,2719900,3757000,10459000,8857100,12523000
1565,1197600,1069300,1342500,-999,-999,-999,7.5197,5.742,9.0703,-999,-999,-999,-999,-999,-999,13.606,10.872,16.455,6389300,5354700,7653700,2619800,2048700,3109000,4301000,3776900,5417900,11172000,9444400,13888000,25198000,21255000,30133000,1565800,1308700,1897700,2570900,2151700,2972300,1502300,1235500,1828900,2867200,2421100,3370000,8819600,7365600,10424000
1566,1618200,1471200,1770400,-999,-999,-999,16.496,14.905,18.173,-999,-999,-999,-999,-999,-999,18.813,16.099,21.491,5329200,4324400,6427200,2956600,2409000,3511400,3678400,3176000,4536500,9542800,7942300,11970000,20878000,17311000,25171000,1474300,1227500,1773300,2394300,2003800,2766700,1069900,848700,1264800,2018300,1667300,2364200,6952700,5681600,8062900
1567,1552200,1402600,1694300,-999,-999,-999,13.858,12.11,15.52,-999,-999,-999,-999,-999,-999,16.864,13.796,19.763,5414600,4410300,6525100,2874200,2316900,3411700,3726500,3222800,4598600,9872900,8248100,12348000,21344000,17749000,25693000,1565900,1308800,1897800,2476900,2073300,2863700,1306200,1056700,1567800,2478900,2079100,2924300,7918200,6545500,9276200
1568,1225400,1084800,1351000,-999,-999,-999,13.858,12.223,15.61,-999,-999,-999,-999,-999,-999,13.944,11.338,16.897,6253500,5113300,7430600,3104000,2588700,3688500,4212500,3622300,5147800,10997000,9328900,13697000,24342000,20525000,29148000,1789100,1502000,2260800,2998000,2505200,3460400,1620200,1344800,1987500,3025700,2560500,3550400,9684300,8152500,11528000
1569,1126800,1003200,1266600,-999,-999,-999,10.039,8.1015,11.918,-999,-999,-999,-999,-999,-999,12.921,9.8558,15.798,3614600,2682700,4455900,2001600,1505900,2379200,1984100,1588500,2517200,7090100,5667600,8646200,14763000,11743000,17798000,828110,638960,994810,1272500,996080,1469700,725070,554260,867490,1217600,991510,1440400,3946200,3121900,4607200
1570,1252900,1112500,1402600,-999,-999,-999,13.74,12.079,15.405,-999,-999,-999,-999,-999,-999,14.815,11.725,17.708,3870100,2986400,4871400,2314800,1800900,2761700,1963400,1569700,2494000,7375000,5990000,9200900,15815000,12497000,19171000,997670,798460,1185800,1674800,1355700,1941500,845440,652940,1003000,1438800,1166500,1694800,4740700,3770400,5508900
1571,1177700,1037100,1321500,-999,-999,-999,9.4488,7.5942,11.095,-999,-999,-999,-999,-999,-999,11.688,9.2055,14.714,1530400,1316100,1729600,686400,496800,815210,1011900,759720,1347400,3902500,3544400,3930900,6633400,6320200,7154600,431920,327310,540780,820150,656850,953240,286020,243880,377510,617050,540920,757230,2110700,1743000,2496000
1572,1001000,865000,1142400,-999,-999,-999,10.276,8.4284,11.831,-999,-999,-999,-999,-999,-999,14.487,11.551,17.34,3146700,2447500,3891700,1861800,1434300,2228300,1984800,1589100,2518000,6359800,5229500,7558200,13193000,10679000,15712000,945870,752550,1126000,1447500,1157200,1680700,748940,576380,889710,1344800,1113200,1583700,4289300,3401100,4995700
1573,1485200,1353700,1626000,-999,-999,-999,18.307,16.644,20.25,-999,-999,-999,-999,-999,-999,23.942,21.229,26.824,4748600,3853900,5914000,2725100,2226300,3241100,3087400,2632300,3701700,8680200,7156100,10999000,19067000,15538000,23055000,1303100,1077500,1535900,2018200,1666100,2335400,1024600,812260,1204700,1827900,1528300,2151700,6605200,5376100,7634000
1574,1098300,965910,1234600,-999,-999,-999,14.646,12.839,16.307,-999,-999,-999,-999,-999,-999,19.201,16.288,22.101,4707100,3813300,5865800,2632900,2129200,3131300,2791000,2343700,3391000,8721200,7197300,11050000,18875000,15353000,22830000,1273900,1050500,1501100,2037700,1684000,2357400,1095000,876760,1294000,2111200,1791600,2503600,5902600,4765900,6818100
1575,378500,241430,517980,-999,-999,-999,6.811,5.1817,8.6833,-999,-999,-999,-999,-999,-999,10.222,7.0763,12.994,3503100,2707600,4381300,1995200,1541300,2388400,2065700,1663000,2609200,6839800,5562000,8345100,14350000,11469000,17240000,909060,720000,1083400,1369100,1090100,1590400,663900,509960,797470,1244800,1031400,1470500,3710200,2930000,4342400
1576,914790,781940,1062800,-999,-999,-999,11.496,9.6793,13.102,-999,-999,-999,-999,-999,-999,12.207,9.5205,15.269,2728900,2148400,3325400,1421100,1088600,1703600,1399200,1073600,1835600,5684300,4764300,6465400,11289000,9400200,13211000,653810,499080,793410,1195500,942620,1391900,622160,477770,751990,1170600,970860,1386700,3594000,2835500,4212600
