Year ,KLK_Reconstruction_Flow_AF,KLK_Lower_50_Percent_Flow_AF,KLK_Upper_50_Percent_Flow_AF,TRN_Reconstruction_Flow_AF,TRN_Lower_50_Percent_Flow_AF,TRN_Upper_50_Percent_Flow_AF,KFL_Reconstruction_Precip_Inches,KFL_Lower_50_Percent_Precip_Inches,KFL_Upper_50_Percent_Precip_Inches,KFS_Reconstruction_Precip_Inches,KFS_Lower_50_Percent_Precip_Inches,KFS_Upper_50_Percent_Precip_Inches,WEA_Reconstruction_Precip_Inches,WEA_Lower_50_Percent_Precip_Inches,WEA_Upper_50_Percent_Precip_Inches,YRK_Reconstruction_Precip_Inches,YRK_Lower_50_Percent_Precip_Inches,YRK_Upper_50_Percent_Precip_Inches,FTO_Reconstruction_Flow_AF,FTO_Lower_50_Percent_Flow_AF,FTO_Upper_50_Percent_Flow_AF,YRS_Reconstruction_Flow_AF,YRS_Lower_50_Percent_Flow_AF,YRS_Upper_50_Percent_Flow_AF,AMF_Reconstruction_Flow_AF,AMF_Lower_50_Percent_Flow_AF,AMF_Upper_50_Percent_Flow_AF,SBB_Reconstruction_Flow_AF,SBB_Lower_50_Percent_Flow_AF,SBB_Upper_50_Percent_Flow_AF,SAC4_Reconstruction_Flow_AF,SAC4_Lower_50_Percent_Flow_AF,SAC4_Upper_50_Percent_Flow_AF,SNS_Reconstruction_Flow_AF,SNS_Lower_50_Percent_Flow_AF,SNS_Upper_50_Percent_Flow_AF,TLG_Reconstruction_Flow_AF,TLG_Lower_50_Percent_Flow_AF,TLG_Upper_50_Percent_Flow_AF,MRC_Reconstruction_Flow_AF,MRC_Lower_50_Percent_Flow_AF,MRC_Upper_50_Percent_Flow_AF,SJF_Reconstruction_Flow_AF,SJF_Lower_50_Percent_Flow_AF,SJF_Upper_50_Percent_Flow_AF,SJQ4_Reconstruction_Flow_AF,SJQ4_Lower_50_Percent_Flow_AF,SJQ4_Upper_50_Percent_Flow_AF
1194,-999,-999,-999,-999,-999,-999,10.63,8.9001,12.474,-999,-999,-999,-999,-999,-999,-999,-999,-999,4294200,3293200,5281900,2471700,1909400,2977400,2106800,1529000,2595600,8961600,7069600,10974000,17558000,14031000,21698000,974460,716690,1225000,1600500,1239800,1983100,968430,726780,1263200,1551400,1157800,1968600,4963900,3684200,6202000
1195,-999,-999,-999,-999,-999,-999,18.386,16.644,20.085,-999,-999,-999,-999,-999,-999,-999,-999,-999,6733900,5716100,8390800,3686300,3451700,4597100,4635900,4071800,6123400,11534000,9698600,14807000,25979000,22214000,31947000,1995200,1584000,2513300,3240200,2657300,4038200,1828300,1412100,2332200,3328500,2630200,4111900,10311000,8187500,12894000
1196,-999,-999,-999,-999,-999,-999,14.488,12.592,16.193,-999,-999,-999,-999,-999,-999,-999,-999,-999,4007500,3030100,4942900,2186200,1650100,2652600,1826700,1286600,2240300,8215700,6381100,10039000,16419000,12972000,20368000,890950,650190,1121400,1449800,1107800,1789600,821860,606510,1069800,1368300,1014300,1737800,4374900,3205100,5467100
1197,-999,-999,-999,-999,-999,-999,14.252,12.295,16.095,-999,-999,-999,-999,-999,-999,-999,-999,-999,5503500,4519600,6695900,2692500,2132300,3242400,2888000,2266900,3546500,10024000,8079400,12310000,21681000,18094000,26321000,1355900,1049600,1685300,2113100,1711800,2624000,1140000,865840,1481100,2021600,1527300,2565700,6594400,5072500,8223900
1198,-999,-999,-999,-999,-999,-999,10.551,8.7462,12.292,-999,-999,-999,-999,-999,-999,-999,-999,-999,4018200,3039900,4955300,2351400,1796400,2841100,1702500,1181800,2084000,7738100,5952800,9451300,16435000,12986000,20387000,783200,566050,989290,1316700,992240,1620000,847260,627940,1103400,1256600,927450,1597200,4008200,2910500,5012600
1199,-999,-999,-999,-999,-999,-999,13.307,11.611,15.082,-999,-999,-999,-999,-999,-999,-999,-999,-999,4248700,3250900,5226600,2918300,2386300,3526400,2578600,1967000,3174300,7687800,5908600,9388700,17237000,13729000,21321000,1023500,757990,1283900,1670400,1302900,2071100,1000300,752580,1304900,1568200,1171200,1989800,5149800,3840500,6431200
1200,-999,-999,-999,-999,-999,-999,15.669,13.829,17.412,-999,-999,-999,-999,-999,-999,-999,-999,-999,5375600,4391000,6549900,3159600,2658900,3832000,3778800,3171700,4680600,9923800,7975700,12182000,21345000,17767000,25956000,1586800,1258600,1971000,2431800,2003600,3015700,1259000,966860,1634800,2249200,1720100,2842300,7589800,5956700,9453300
1201,-999,-999,-999,-999,-999,-999,10.512,8.8388,12.346,-999,-999,-999,-999,-999,-999,-999,-999,-999,5391600,4407100,6568200,1678700,1213700,2068900,1809900,1272300,2219100,10210000,8272700,12547000,21444000,17863000,26063000,1058700,787650,1326300,1700800,1330800,2109600,903000,673960,1176800,1588800,1187300,2016100,5232200,3910100,6533700
1202,-999,-999,-999,-999,-999,-999,19.961,18.143,21.686,-999,-999,-999,-999,-999,-999,-999,-999,-999,6666300,5647500,8229300,3353900,2896700,4100900,4102100,3486300,5154500,11571000,9741600,14904000,25636000,21890000,31312000,1910700,1516700,2398300,3055000,2509200,3800600,1636900,1264200,2097000,3035100,2386300,3766500,9567500,7585200,11939000
1203,-999,-999,-999,-999,-999,-999,13.465,11.757,15.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,5040000,4054100,6165800,2582500,2018800,3106600,2948000,2327500,3618200,10305000,8371600,12669000,20299000,16742000,24818000,1227200,933200,1528800,1933900,1544900,2402800,998980,751550,1303300,1858300,1392800,2365500,5964700,4526000,7447500
1204,-999,-999,-999,-999,-999,-999,16.575,14.956,18.544,-999,-999,-999,-999,-999,-999,-999,-999,-999,6836400,5821700,8636200,3440600,3040500,4291200,4249100,3648100,5418900,11993000,10243000,16021000,26503000,22710000,32915000,1965300,1560100,2472300,3209600,2632900,3998600,1767300,1364600,2256800,3298600,2605200,4076700,10187000,8086300,12732000
1205,-999,-999,-999,-999,-999,-999,18.268,16.516,19.913,-999,-999,-999,-999,-999,-999,-999,-999,-999,6721000,5702900,8360200,3417000,3002500,4239100,3645400,3041400,4505900,11551000,9717700,14850000,25910000,22148000,31819000,1610400,1279700,2000400,2439800,2010500,3025500,1459200,1127800,1882100,2371300,1826300,2989500,7608900,5973700,9477000
1206,-999,-999,-999,-999,-999,-999,8.5039,6.8639,10.252,-999,-999,-999,-999,-999,-999,-999,-999,-999,2669700,1946300,3267000,1281100,916490,1569100,1248800,857480,1453200,5635100,4526300,6861800,11119000,8480300,13438000,534910,387190,692150,951780,691080,1176100,489630,333110,633280,884050,655480,1143800,2833700,2027800,3598000
1207,-999,-999,-999,-999,-999,-999,12.165,10.283,13.976,-999,-999,-999,-999,-999,-999,-999,-999,-999,4760200,3769700,5840300,2195900,1658700,2663700,2554000,1943600,3145000,9125200,7226400,11180000,19225000,15685000,23642000,1186300,896730,1479800,1906800,1520200,2368800,971800,729530,1267700,1783500,1337500,2268100,5853700,4433600,7309100
1208,-999,-999,-999,-999,-999,-999,15.157,13.438,16.978,-999,-999,-999,-999,-999,-999,-999,-999,-999,3922000,2951900,4844100,2572200,2008800,3094300,2519300,1910600,3103800,7885000,6082000,9633000,16070000,12649000,19946000,980590,721850,1232300,1624700,1261600,2013500,898100,669920,1170400,1531800,1142200,1944200,4924500,3651100,6153500
1209,-999,-999,-999,-999,-999,-999,13.937,12.065,15.664,-999,-999,-999,-999,-999,-999,-999,-999,-999,6624700,5606800,8130000,3204700,2710200,3888700,4010900,3394900,4984500,11376000,9514000,14388000,25507000,21769000,31071000,1628500,1295200,2022500,2548600,2104700,3159600,1306000,1006600,1694900,2442700,1888300,3073500,7958100,6280300,9906900
1210,-999,-999,-999,-999,-999,-999,9.4882,7.8167,11.196,-999,-999,-999,-999,-999,-999,-999,-999,-999,3217400,2369200,3975400,1818000,1332100,2230100,1722100,1198300,2108700,6659400,5166900,8101500,13275000,10243000,16374000,763910,551000,965970,1298600,976550,1597200,710140,512310,925620,1230700,907260,1565200,3945500,2860100,4936100
1211,-999,-999,-999,-999,-999,-999,11.181,9.3673,13.006,-999,-999,-999,-999,-999,-999,-999,-999,-999,3385300,2504000,4187500,1738500,1264400,2138200,1872600,1325500,2297900,7096300,5452300,8636200,13987000,10844000,17298000,885470,645900,1114500,1486600,1139800,1836900,782240,573080,1017800,1415400,1050700,1797500,4546300,3342600,5682000
1212,-999,-999,-999,-999,-999,-999,10.315,8.5953,12.027,-999,-999,-999,-999,-999,-999,-999,-999,-999,4761800,3771300,5842100,2556400,1993600,3075700,3006100,2386700,3688100,8895500,7007500,10892000,19014000,15476000,23407000,1049800,780190,1315700,1719400,1347900,2133100,899660,671210,1172500,1673600,1253900,2124800,5334300,3996200,6660600
1213,-999,-999,-999,-999,-999,-999,10.157,8.4584,11.945,-999,-999,-999,-999,-999,-999,-999,-999,-999,3356200,2480600,4150800,1960500,1454300,2394400,1921700,1367500,2359700,6620000,5141000,8054600,13748000,10642000,16988000,748930,539310,947860,1280500,960850,1574500,688000,493640,897730,1226100,903690,1559600,3898700,2822400,4879000
1214,-999,-999,-999,-999,-999,-999,18.622,16.804,20.452,-999,-999,-999,-999,-999,-999,-999,-999,-999,6713800,5695500,8342800,3376800,2935400,4151000,4149300,3536900,5239500,11548000,9714200,14842000,25916000,22154000,31830000,1849700,1468100,2316100,2978100,2447700,3702800,1582100,1222200,2030600,2896800,2270900,3604300,9362400,7419200,11678000
1215,-999,-999,-999,-999,-999,-999,13.228,11.466,15.019,-999,-999,-999,-999,-999,-999,-999,-999,-999,3533300,2622800,4373300,1459300,1042300,1799600,1823300,1283700,2236000,7137400,5478800,8690500,14509000,11285000,17972000,985310,725820,1238000,1601200,1240400,1984000,762430,556380,992200,1497100,1114300,1901000,4877200,3611400,6095700
1216,-999,-999,-999,-999,-999,-999,17.874,16.039,19.553,-999,-999,-999,-999,-999,-999,-999,-999,-999,6827600,5812700,8615200,3414300,2998300,4233300,4161000,3549900,5260600,11637000,9818400,15077000,26402000,22614000,32728000,1798100,1427600,2247200,2862200,2355100,3556000,1521900,1176000,1957900,2831300,2216200,3527900,8965500,7098200,11176000
1217,-999,-999,-999,-999,-999,-999,8.1496,6.3201,9.7163,-999,-999,-999,-999,-999,-999,-999,-999,-999,2378700,1725600,2887000,1111300,798070,1351700,1239700,851420,1440400,5256600,4306400,6390200,10059000,7626100,11962000,515380,373430,668810,920520,665820,1139000,426420,282480,545970,857940,636950,1112300,2731100,1952200,3475500
1218,-999,-999,-999,-999,-999,-999,11.339,9.7422,13.103,-999,-999,-999,-999,-999,-999,-999,-999,-999,3226300,2376400,3986600,1347500,963240,1654800,1322800,906890,1557700,6564100,5104100,7988100,13266000,10235000,16362000,723970,520690,916880,1246600,932230,1530000,690530,495770,900920,1142600,839510,1456400,3749700,2706200,4692700
1219,-999,-999,-999,-999,-999,-999,17.677,15.879,19.317,-999,-999,-999,-999,-999,-999,-999,-999,-999,6367100,5370800,7690700,3380400,2941500,4158900,4139300,3525900,5221700,11251000,9366300,14056000,24844000,21179000,29873000,1830200,1452800,2290000,2947200,2423000,3663700,1587400,1226200,2036900,2913500,2284900,3623900,9311000,7377700,11613000
1220,-999,-999,-999,-999,-999,-999,16.85,15.07,18.502,-999,-999,-999,-999,-999,-999,-999,-999,-999,6752100,5734900,8434400,3347900,2886500,4087500,3984200,3369500,4941100,11507000,9666200,14733000,26027000,22259000,32036000,1625100,1292600,2018000,2501100,2063700,3101100,1347400,1040900,1745800,2474400,1915200,3111100,7873200,6206100,9804200
1221,-999,-999,-999,-999,-999,-999,16.89,15.142,18.369,-999,-999,-999,-999,-999,-999,-999,-999,-999,3570900,2653100,4420400,2517400,1955600,3030000,2631200,2017000,3238100,7172200,5501100,8736500,14695000,11443000,18211000,1123500,842670,1404500,1780100,1403900,2209900,928110,693970,1209900,1658500,1242100,2105100,5431400,4078100,6781300
1222,-999,-999,-999,-999,-999,-999,12.008,10.279,13.677,-999,-999,-999,-999,-999,-999,-999,-999,-999,4372900,3369600,5377800,2255900,1711000,2731100,2172200,1587200,2679500,8882800,6995900,10876000,17859000,14329000,22054000,972140,707490,1230500,1606300,1230500,1985500,884560,655490,1150500,1529300,1154000,1995200,4928200,3716700,6296400
1223,-999,-999,-999,-999,-999,-999,9.0945,7.6141,10.829,-999,-999,-999,-999,-999,-999,-999,-999,-999,3719100,2774200,4605400,2060300,1540000,2508800,2351500,1751000,2904900,7185600,5509700,8754300,15197000,11870000,18864000,891000,639070,1128200,1490900,1134300,1848400,751400,543150,983970,1432300,1071200,1866800,4577200,3415900,5853600
1224,-999,-999,-999,-999,-999,-999,16.969,15.287,18.745,-999,-999,-999,-999,-999,-999,-999,-999,-999,5799000,4814100,7033400,3180400,2682600,3858200,3270500,2656800,4015100,10300000,8366800,12663000,22717000,19099000,27463000,1434400,1141300,1801900,2249500,1804800,2718600,1293800,996980,1653200,2123800,1661200,2714200,6959000,5506200,8702900
1225,-999,-999,-999,-999,-999,-999,18.425,16.586,20.172,-999,-999,-999,-999,-999,-999,-999,-999,-999,5427500,4443200,6609100,3411000,2992900,4226000,4135300,3521500,5214400,9796000,7855200,12019000,21508000,17926000,26133000,1742000,1397600,2180300,2717900,2197400,3268800,1439800,1112300,1825700,2634600,2085300,3280800,8574800,6833500,10581000
1226,-999,-999,-999,-999,-999,-999,13.268,11.546,14.932,-999,-999,-999,-999,-999,-999,-999,-999,-999,3471000,2572800,4295100,2141700,1611100,2601900,1911400,1397400,2379600,6436400,5019500,7836500,14145000,10978000,17502000,717380,522260,919380,1216500,909570,1521300,605620,420120,802580,1141200,826780,1479200,3664900,2647900,4696500
1227,-999,-999,-999,-999,-999,-999,14.961,13.264,16.771,-999,-999,-999,-999,-999,-999,-999,-999,-999,2722900,1986800,3336600,1360600,972480,1671700,1699800,1223400,2135200,5768300,4603700,7027000,11307000,8631800,13700000,740580,538980,947960,1192300,891330,1491500,554690,381250,732580,1086600,784160,1405500,3571700,2574700,4575400
1228,-999,-999,-999,-999,-999,-999,14.921,13.015,16.76,-999,-999,-999,-999,-999,-999,-999,-999,-999,5170500,4185100,6316000,2943200,2415300,3558100,3326400,2688400,4061300,9780300,7840600,11999000,20673000,17109000,25225000,1460800,1162000,1811500,2288000,1838900,2764300,1232500,946320,1578600,2174100,1702400,2771100,7135000,5657300,8910100
1229,-999,-999,-999,-999,-999,-999,13.661,11.95,15.424,-999,-999,-999,-999,-999,-999,-999,-999,-999,6596200,5582700,8062700,3364900,2915400,4125100,4199000,3599400,5388700,11166000,9267300,13838000,25333000,21616000,30744000,1701700,1375400,2120100,2489300,2011800,2999200,1285500,990140,1643400,2393200,1885400,3015100,7888500,6293200,9781600
1230,-999,-999,-999,-999,-999,-999,11.457,9.686,13.258,-999,-999,-999,-999,-999,-999,-999,-999,-999,3595800,2673400,4451500,1854400,1363200,2272100,2399000,1815400,2942000,7111700,5462200,8656600,14801000,11533000,18348000,980200,728550,1235100,1561300,1192200,1932900,756190,547230,989910,1456200,1091200,1899100,4739800,3553400,6062200
1231,-999,-999,-999,-999,-999,-999,8.8189,7.0044,10.542,-999,-999,-999,-999,-999,-999,-999,-999,-999,2471700,1796100,3008400,1193000,854830,1456000,1377200,1003200,1728100,5611400,4512500,6832300,10417000,7914200,12459000,615320,448780,793840,1069800,799410,1342600,503130,342030,661330,992660,711330,1279100,3202500,2285900,4100400
1232,-999,-999,-999,-999,-999,-999,16.457,14.842,18.074,-999,-999,-999,-999,-999,-999,-999,-999,-999,4924100,3937800,6031000,3190100,2693600,3870400,4111200,3489400,5156200,8787100,6910300,10756000,19593000,16049000,24045000,1449800,1151700,1797300,1989600,1567600,2418900,1043800,789140,1343900,1849200,1424200,2396600,6118400,4758300,7720000
1233,-999,-999,-999,-999,-999,-999,13.976,12.303,15.792,-999,-999,-999,-999,-999,-999,-999,-999,-999,3686200,2747100,4564400,1879100,1384400,2300700,2306300,1731700,2837800,7221400,5532600,8803100,15160000,11838000,18815000,980460,728770,1235400,1529100,1165700,1894200,783710,570640,1024000,1433200,1071900,1868000,4652600,3479700,5950300
1234,-999,-999,-999,-999,-999,-999,11.772,10.015,13.581,-999,-999,-999,-999,-999,-999,-999,-999,-999,4112900,3126600,5064300,1887000,1391200,2309800,2462200,1872400,3013200,7409000,5675100,9044600,16677000,13211000,20669000,946630,700070,1196400,1532500,1168500,1898300,745110,537800,976180,1443800,1080800,1882300,4663600,3488900,5964300
1235,-999,-999,-999,-999,-999,-999,13.386,11.528,14.929,-999,-999,-999,-999,-999,-999,-999,-999,-999,3720200,2775100,4606800,1984700,1475000,2422100,3052000,2422400,3701100,7039900,5415900,8565200,15249000,11914000,18932000,1119900,847020,1396600,1595700,1221400,1973100,790410,576340,1032300,1490900,1120700,1945000,4836100,3636400,6182800
1236,-999,-999,-999,-999,-999,-999,9.252,7.6503,11.181,-999,-999,-999,-999,-999,-999,-999,-999,-999,2411900,1750800,2930300,1395700,997300,1717200,1700600,1224100,2136100,5207600,4278000,6329300,10142000,7692900,12077000,632840,461380,815480,1089400,814120,1366400,478590,323400,627200,1008400,723500,1300200,3260500,2331300,4175000
1237,-999,-999,-999,-999,-999,-999,13.74,12.062,15.54,-999,-999,-999,-999,-999,-999,-999,-999,-999,2622300,1910200,3205100,1449900,1035700,1787400,1606800,1155800,2020700,5768200,4603600,7026900,11007000,8390300,13282000,711370,517930,911980,1295500,973430,1616500,598130,414400,792310,1185300,863220,1537900,3911600,2852800,5009500
1238,-999,-999,-999,-999,-999,-999,12.283,10.349,14.112,-999,-999,-999,-999,-999,-999,-999,-999,-999,4072600,3089700,5017800,2119800,1592000,2576900,3010400,2381800,3648700,7929700,6121300,9687100,16626000,13163000,20609000,1134200,859200,1413000,1527100,1164000,1891700,854750,630870,1112600,1453700,1089100,1895700,4675000,3498600,5979000
1239,-999,-999,-999,-999,-999,-999,9.3701,7.7214,11.179,-999,-999,-999,-999,-999,-999,-999,-999,-999,3830000,2870400,4737400,1975400,1467000,2411500,2200800,1639000,2717200,7239700,5544300,8829500,15638000,12259000,19419000,792400,578580,1010600,1398800,1058500,1739100,666350,470830,878960,1338400,992260,1740000,4246200,3135900,5431200
1240,-999,-999,-999,-999,-999,-999,18.071,16.275,19.902,-999,-999,-999,-999,-999,-999,-999,-999,-999,5923700,4936500,7177300,2866500,2326100,3460800,3266600,2631000,3981800,10948000,9038600,13525000,23249000,19617000,28061000,1423800,1127400,1763900,2393900,1930600,2888400,1221000,936660,1564300,2260200,1773700,2868400,7383300,5869600,9199400
1241,-999,-999,-999,-999,-999,-999,19.252,17.564,20.951,-999,-999,-999,-999,-999,-999,-999,-999,-999,7061700,6050100,9028200,3197700,2702300,3879900,4090600,3465100,5095500,12127000,10407000,16375000,27426000,23583000,34298000,1818900,1460400,2286200,2973900,2403000,3575000,1611000,1242800,2026000,2945900,2341900,3621100,9312900,7409600,11440000
1242,-999,-999,-999,-999,-999,-999,12.244,10.695,14.209,-999,-999,-999,-999,-999,-999,-999,-999,-999,3179500,2339000,3927600,1643400,1183700,2027900,2090300,1546300,2587800,6448400,5027500,7850800,13097000,10092000,16142000,871410,640700,1105100,1455700,1105300,1806400,682690,484720,899110,1358000,1008800,1766500,4410400,3274800,5640500
1243,-999,-999,-999,-999,-999,-999,17.441,15.718,19.162,-999,-999,-999,-999,-999,-999,-999,-999,-999,5514700,4530900,6708600,2660700,2097200,3202500,2363000,1782900,2901500,9458100,7542000,11596000,21532000,17949000,26159000,1155000,876920,1436300,1858900,1465000,2270200,1085200,823270,1394600,1827900,1405500,2372200,6123900,4763100,7726200
1244,-999,-999,-999,-999,-999,-999,10.787,9.0651,12.548,-999,-999,-999,-999,-999,-999,-999,-999,-999,3658700,2724600,4530000,1842900,1353400,2258900,1817800,1320200,2271400,6921500,5338900,8418300,14997000,11700000,18603000,785630,573240,1002500,1346700,1019200,1669300,695680,495760,915140,1292100,953210,1677600,4192100,3090100,5362200
1245,-999,-999,-999,-999,-999,-999,8.5827,6.8724,10.418,-999,-999,-999,-999,-999,-999,-999,-999,-999,2121700,1531700,2565800,1266900,906490,1550800,1809200,1313100,2261500,4936000,4120300,5993700,9080200,6837300,10653000,663460,483410,853140,1131100,860210,1396700,453340,304270,592050,971190,694830,1250400,3128300,2228200,4004900
1246,-999,-999,-999,-999,-999,-999,20.748,19.217,22.499,-999,-999,-999,-999,-999,-999,-999,-999,-999,6706600,5688100,8325700,3491900,3123400,4402700,4220300,3628600,5446300,11496000,9654100,14706000,25859000,22100000,31725000,1834200,1471700,2308200,3216400,2653100,3932900,1716900,1323400,2151200,3132100,2494100,3824900,9950000,7906100,12189000
1247,-999,-999,-999,-999,-999,-999,17.756,15.933,19.338,-999,-999,-999,-999,-999,-999,-999,-999,-999,5880500,4894200,7127400,2712300,2154500,3267200,2773700,2156000,3370400,10755000,8838900,13265000,22955000,19330000,27729000,1464300,1165300,1816000,2461000,2015600,2996600,1239000,951710,1586600,2347300,1846700,2964800,7730500,6160900,9602400
1248,-999,-999,-999,-999,-999,-999,17.283,15.552,19.052,-999,-999,-999,-999,-999,-999,-999,-999,-999,6672800,5654000,8244800,3372700,2928400,4142000,4128900,3510400,5204200,11522000,9684400,14774000,25727000,21976000,31481000,1780200,1432000,2230200,2679000,2201100,3263900,1546000,1193300,1949800,2833500,2249800,3498300,9011500,7174000,11089000
1249,-999,-999,-999,-999,-999,-999,14.173,12.5,15.956,-999,-999,-999,-999,-999,-999,-999,-999,-999,4301500,3300200,5290900,2639200,2073900,3175400,2926100,2299500,3546800,7373600,5646100,9001400,17290000,13778000,21383000,1274900,984640,1573200,1977000,1577500,2411400,1020500,769580,1315700,1757900,1349300,2288000,5764100,4452300,7308400
1250,-999,-999,-999,-999,-999,-999,7.9921,6.3213,9.8127,-999,-999,-999,-999,-999,-999,-999,-999,-999,1888500,1356800,2332600,947120,685000,1158700,1304800,956180,1636100,4597100,3923000,5636100,8200100,6130300,9773000,561010,409830,726360,1016000,785660,1250800,408700,270500,529520,894080,635850,1147000,2924500,2070400,3741600
1251,-999,-999,-999,-999,-999,-999,11.378,9.6991,13.218,-999,-999,-999,-999,-999,-999,-999,-999,-999,3238000,2385800,4001500,2133500,1603900,2592500,2120300,1571400,2622900,6338400,4954500,7720400,13298000,10262000,16404000,905550,667450,1146700,1735200,1351200,2126700,841470,619770,1095700,1542300,1165200,2012100,5123700,3887500,6537300
1252,-999,-999,-999,-999,-999,-999,16.142,14.401,17.719,-999,-999,-999,-999,-999,-999,-999,-999,-999,5040900,4055000,6166800,3319900,2843400,4033200,3249200,2614300,3958700,9192600,7291600,11264000,20153000,16598000,24659000,1511500,1209600,1876500,2502800,2051900,3046500,1413100,1091700,1794200,2281100,1791200,2891700,7546700,6006900,9389200
1253,-999,-999,-999,-999,-999,-999,11.024,9.2599,12.729,-999,-999,-999,-999,-999,-999,-999,-999,-999,4011700,3033900,4947700,2062700,1542000,2511500,2454600,1865500,3004600,7285300,5573900,8894100,16353000,12910000,20288000,1005600,750070,1264400,1754000,1367800,2148400,810130,593120,1056800,1568100,1187600,2045800,5097300,3864400,6505200
1254,-999,-999,-999,-999,-999,-999,9.4488,7.5817,11.248,-999,-999,-999,-999,-999,-999,-999,-999,-999,2339100,1695600,2835300,1093300,785670,1328800,1369500,998180,1718300,5277400,4318500,6416100,9915800,7510300,11763000,633090,461560,815790,1104000,842410,1361800,502640,341660,660660,1060300,763760,1370000,3412600,2450200,4370500
1255,-999,-999,-999,-999,-999,-999,16.26,14.576,17.933,-999,-999,-999,-999,-999,-999,-999,-999,-999,4290900,3290100,5277900,2572800,2009400,3095100,2432700,1845700,2979800,8620700,6756200,10547000,17530000,14003000,21665000,1438000,1140700,1782200,2519700,2066600,3066600,1340700,1035200,1708400,2319800,1823600,2934600,7708700,6142700,9577300
1256,-999,-999,-999,-999,-999,-999,12.008,10.338,13.634,-999,-999,-999,-999,-999,-999,-999,-999,-999,6590800,5578200,8049800,3115000,2608100,3775600,4133800,3516200,5217200,11273000,9392700,14115000,25335000,21618000,30750000,1756400,1414800,2196600,2716000,2232200,3309800,1433600,1107500,1818300,2609400,2064500,3253200,8531500,6799700,10531000
1257,-999,-999,-999,-999,-999,-999,13.11,11.244,14.899,-999,-999,-999,-999,-999,-999,-999,-999,-999,3584600,2664300,4437500,1899600,1402000,2324400,1506800,1088700,1893400,6805900,5263400,8277100,14665000,11418000,18173000,647910,472210,834020,1174500,889340,1452600,629470,439470,833460,1132200,819730,1467000,3632600,2622500,4654500
1258,-999,-999,-999,-999,-999,-999,8.5827,6.9398,10.329,-999,-999,-999,-999,-999,-999,-999,-999,-999,3558700,2643200,4405100,1918900,1418500,2346600,1808700,1312700,2260900,6872600,5306900,8357700,14586000,11350000,18071000,906460,668160,1147800,1658700,1283600,2038100,875090,647680,1138700,1541300,1164400,2010900,5261200,4008200,6703100
1259,-999,-999,-999,-999,-999,-999,19.094,17.279,20.494,-999,-999,-999,-999,-999,-999,-999,-999,-999,6460900,5462700,7799800,3344700,2881100,4080500,3911900,3281700,4852100,11223000,9333400,13984000,24940000,21269000,30010000,1691400,1368000,2105800,2541500,2085500,3092700,1475200,1139300,1867100,2311300,1816500,2925300,7814700,6231500,9697900
1260,-999,-999,-999,-999,-999,-999,9.6457,8.1194,11.288,-999,-999,-999,-999,-999,-999,-999,-999,-999,3280400,2419800,4055000,1436500,1026200,1770100,1752000,1266200,2195500,6783300,5248600,8249900,13521000,10450000,16693000,821440,601450,1045300,1478900,1129300,1827600,662240,467330,873880,1380300,1027500,1796500,4362700,3234400,5579700
1261,-999,-999,-999,-999,-999,-999,10.906,9.2399,12.607,-999,-999,-999,-999,-999,-999,-999,-999,-999,2907300,2127100,3577400,1463600,1045400,1805200,1658700,1191200,2086600,6539800,5088100,7959200,12107000,9275500,14812000,742050,540040,949770,1384000,1050200,1714100,624060,434870,826780,1276700,940290,1657100,4070600,2987300,5207600
1262,-999,-999,-999,-999,-999,-999,18.583,16.834,20.211,-999,-999,-999,-999,-999,-999,-999,-999,-999,6821600,5806400,8600700,3506600,3147500,4417400,4319500,3767700,5720500,11792000,10002000,15488000,26374000,22588000,32677000,1911100,1529600,2423400,3180200,2622800,3887500,1773000,1366000,2218100,3345900,2666300,4058600,10207000,8104900,12493000
1263,-999,-999,-999,-999,-999,-999,14.291,12.488,15.984,-999,-999,-999,-999,-999,-999,-999,-999,-999,3701500,2759600,4583400,1966300,1459200,2401100,2909500,2283300,3527500,6908600,5330500,8402400,15034000,11731000,18652000,1086700,818830,1358400,1453400,1108000,1797100,773700,562120,1011600,1463700,1097500,1909200,4811700,3615100,6152700
1264,-999,-999,-999,-999,-999,-999,11.772,10.321,13.651,-999,-999,-999,-999,-999,-999,-999,-999,-999,2378500,1725400,2886600,1370300,979330,1684300,1125300,842710,1409500,5471400,4431200,6657900,10094000,7653800,12010000,470260,335730,612050,811920,658100,991270,487580,330220,639710,738780,518560,938550,2417000,1680300,3079900
1265,-999,-999,-999,-999,-999,-999,15.709,13.889,17.374,-999,-999,-999,-999,-999,-999,-999,-999,-999,5893000,4906400,7141800,3388400,2955100,4176500,3852300,3220900,4771900,10278000,8343100,12634000,22976000,19350000,27753000,1395300,1100300,1727300,2161700,1751600,2631400,1277300,983450,1633800,2210000,1731900,2811600,7238900,5746600,9031700
1266,-999,-999,-999,-999,-999,-999,16.378,14.663,17.935,-999,-999,-999,-999,-999,-999,-999,-999,-999,4345300,3342000,5344200,3252800,2765100,3949100,3527200,2887100,4332000,9011600,7116500,11037000,17800000,14271000,21985000,1518500,1216200,1885500,2604900,2138900,3171100,1309600,1009900,1671800,2450300,1932700,3078400,8060200,6432300,9980400
